record_date,item_code,quantity,customer
2023-08-07,SAMPLE-A,10,CUST-05
2023-08-07,SAMPLE-B,25,CUST-05
2023-08-07,SAMPLE-B,23,CUST-05
2023-08-08,SAMPLE-B,6,CUST-02
2023-08-09,SAMPLE-A,8,CUST-06
2023-08-09,SAMPLE-B,8,CUST-01
2023-08-09,SAMPLE-B,14,CUST-01
2023-08-10,SAMPLE-A,3,CUST-08
2023-08-10,SAMPLE-A,8,CUST-04
2023-08-10,SAMPLE-B,18,CUST-07
2023-08-10,SAMPLE-B,14,CUST-01
2023-08-11,SAMPLE-B,28,CUST-03
2023-08-11,SAMPLE-B,26,CUST-04
2023-08-16,SAMPLE-A,3,CUST-07
2023-08-16,SAMPLE-A,9,CUST-07
2023-08-16,SAMPLE-B,27,CUST-05
2023-08-16,SAMPLE-B,27,CUST-07
2023-08-16,SAMPLE-B,27,CUST-04
2023-08-17,SAMPLE-A,8,CUST-02
2023-08-17,SAMPLE-B,26,CUST-04
2023-08-17,SAMPLE-C,1,CUST-01
2023-08-18,SAMPLE-B,14,CUST-03
2023-08-21,SAMPLE-A,7,CUST-06
2023-08-21,SAMPLE-A,11,CUST-07
2023-08-21,SAMPLE-B,21,CUST-07
2023-08-21,SAMPLE-B,27,CUST-04
2023-08-22,SAMPLE-A,12,CUST-07
2023-08-22,SAMPLE-A,7,CUST-07
2023-08-22,SAMPLE-B,27,CUST-04
2023-08-22,SAMPLE-B,9,CUST-02
2023-08-22,SAMPLE-B,5,CUST-02
2023-08-23,SAMPLE-A,11,CUST-07
2023-08-23,SAMPLE-B,29,CUST-07
2023-08-23,SAMPLE-B,22,CUST-02
2023-08-23,SAMPLE-B,14,CUST-01
2023-08-24,SAMPLE-A,12,CUST-03
2023-08-24,SAMPLE-A,11,CUST-08
2023-08-25,SAMPLE-B,19,CUST-07
2023-08-25,SAMPLE-B,10,CUST-01
2023-08-25,SAMPLE-B,30,CUST-01
2023-08-25,SAMPLE-B,29,CUST-03
2023-08-28,SAMPLE-A,3,CUST-01
2023-08-28,SAMPLE-A,12,CUST-04
2023-08-28,SAMPLE-B,24,CUST-06
2023-08-28,SAMPLE-B,22,CUST-08
2023-08-28,SAMPLE-C,4,CUST-04
2023-08-29,SAMPLE-B,16,CUST-03
2023-08-29,SAMPLE-B,23,CUST-07
2023-08-29,SAMPLE-C,4,CUST-04
2023-08-30,SAMPLE-A,4,CUST-02
2023-08-30,SAMPLE-A,9,CUST-05
2023-08-30,SAMPLE-A,12,CUST-08
2023-08-30,SAMPLE-A,12,CUST-01
2023-08-31,SAMPLE-A,10,CUST-07
2023-08-31,SAMPLE-B,10,CUST-05
2023-08-31,SAMPLE-B,29,CUST-08
2023-09-01,SAMPLE-A,11,CUST-08
2023-09-01,SAMPLE-A,9,CUST-07
2023-09-01,SAMPLE-A,7,CUST-08
2023-09-01,SAMPLE-B,29,CUST-07
2023-09-01,SAMPLE-B,7,CUST-05
2023-09-01,SAMPLE-B,14,CUST-05
2023-09-01,SAMPLE-B,17,CUST-05
2023-09-01,SAMPLE-C,1,CUST-04
2023-09-04,SAMPLE-A,9,CUST-07
2023-09-04,SAMPLE-B,25,CUST-03
2023-09-04,SAMPLE-B,8,CUST-02
2023-09-04,SAMPLE-B,26,CUST-05
2023-09-04,SAMPLE-B,24,CUST-01
2023-09-04,SAMPLE-C,4,CUST-02
2023-09-05,SAMPLE-A,3,CUST-07
2023-09-05,SAMPLE-A,9,CUST-04
2023-09-05,SAMPLE-A,12,CUST-05
2023-09-05,SAMPLE-A,12,CUST-04
2023-09-05,SAMPLE-B,7,CUST-02
2023-09-05,SAMPLE-B,12,CUST-07
2023-09-06,SAMPLE-B,30,CUST-03
2023-09-06,SAMPLE-B,14,CUST-08
2023-09-06,SAMPLE-B,12,CUST-08
2023-09-06,SAMPLE-B,13,CUST-06
2023-09-06,SAMPLE-B,5,CUST-07
2023-09-06,SAMPLE-B,17,CUST-02
2023-09-06,SAMPLE-B,24,CUST-05
2023-09-07,SAMPLE-B,7,CUST-07
2023-09-07,SAMPLE-B,9,CUST-01
2023-09-07,SAMPLE-C,2,CUST-02
2023-09-08,SAMPLE-B,7,CUST-06
2023-09-08,SAMPLE-B,23,CUST-06
2023-09-08,SAMPLE-B,18,CUST-02
2023-09-08,SAMPLE-B,8,CUST-02
2023-09-08,SAMPLE-B,23,CUST-05
2023-09-08,SAMPLE-B,27,CUST-05
2023-09-08,SAMPLE-B,17,CUST-01
2023-09-08,SAMPLE-C,3,CUST-01
2023-09-11,SAMPLE-A,7,CUST-08
2023-09-11,SAMPLE-A,11,CUST-07
2023-09-11,SAMPLE-A,3,CUST-04
2023-09-11,SAMPLE-B,23,CUST-02
2023-09-11,SAMPLE-B,30,CUST-05
2023-09-11,SAMPLE-B,12,CUST-08
2023-09-11,SAMPLE-C,3,CUST-04
2023-09-12,SAMPLE-A,10,CUST-05
2023-09-12,SAMPLE-A,6,CUST-08
2023-09-12,SAMPLE-A,6,CUST-02
2023-09-12,SAMPLE-B,26,CUST-04
2023-09-12,SAMPLE-B,28,CUST-05
2023-09-12,SAMPLE-B,26,CUST-05
2023-09-12,SAMPLE-B,7,CUST-07
2023-09-12,SAMPLE-B,22,CUST-04
2023-09-12,SAMPLE-C,2,CUST-01
2023-09-13,SAMPLE-A,9,CUST-05
2023-09-13,SAMPLE-A,5,CUST-08
2023-09-13,SAMPLE-B,9,CUST-04
2023-09-13,SAMPLE-C,1,CUST-01
2023-09-14,SAMPLE-B,8,CUST-05
2023-09-14,SAMPLE-B,9,CUST-02
2023-09-14,SAMPLE-B,18,CUST-05
2023-09-15,SAMPLE-A,7,CUST-05
2023-09-15,SAMPLE-A,3,CUST-01
2023-09-15,SAMPLE-A,9,CUST-08
2023-09-15,SAMPLE-B,15,CUST-02
2023-09-15,SAMPLE-B,20,CUST-05
2023-09-15,SAMPLE-B,13,CUST-08
2023-09-15,SAMPLE-C,4,CUST-02
2023-09-18,SAMPLE-A,3,CUST-08
2023-09-18,SAMPLE-B,23,CUST-05
2023-09-18,SAMPLE-B,5,CUST-03
2023-09-18,SAMPLE-C,3,CUST-04
2023-09-19,SAMPLE-B,9,CUST-07
2023-09-19,SAMPLE-B,20,CUST-06
2023-09-20,SAMPLE-B,27,CUST-02
2023-09-20,SAMPLE-B,5,CUST-03
2023-09-21,SAMPLE-A,12,CUST-07
2023-09-21,SAMPLE-B,7,CUST-03
2023-09-22,SAMPLE-A,4,CUST-02
2023-09-22,SAMPLE-A,10,CUST-02
2023-09-22,SAMPLE-B,20,CUST-03
2023-09-22,SAMPLE-B,10,CUST-07
2023-09-22,SAMPLE-B,19,CUST-05
2023-09-22,SAMPLE-B,8,CUST-07
2023-09-25,SAMPLE-A,5,CUST-07
2023-09-25,SAMPLE-A,6,CUST-08
2023-09-25,SAMPLE-B,25,CUST-04
2023-09-25,SAMPLE-B,13,CUST-07
2023-09-25,SAMPLE-B,14,CUST-06
2023-09-26,SAMPLE-A,11,CUST-07
2023-09-26,SAMPLE-A,3,CUST-08
2023-09-26,SAMPLE-B,24,CUST-05
2023-09-26,SAMPLE-B,11,CUST-02
2023-09-26,SAMPLE-B,5,CUST-01
2023-09-27,SAMPLE-A,11,CUST-01
2023-09-27,SAMPLE-A,7,CUST-08
2023-09-27,SAMPLE-B,25,CUST-08
2023-09-27,SAMPLE-B,17,CUST-06
2023-09-27,SAMPLE-B,26,CUST-04
2023-09-28,SAMPLE-A,6,CUST-06
2023-09-28,SAMPLE-B,29,CUST-05
2023-09-28,SAMPLE-B,28,CUST-01
2023-09-28,SAMPLE-B,10,CUST-03
2023-09-28,SAMPLE-B,23,CUST-07
2023-09-29,SAMPLE-A,11,CUST-01
2023-09-29,SAMPLE-B,14,CUST-04
2023-09-29,SAMPLE-B,12,CUST-08
2023-09-29,SAMPLE-C,4,CUST-04
2023-10-02,SAMPLE-A,7,CUST-02
2023-10-02,SAMPLE-B,9,CUST-04
2023-10-02,SAMPLE-B,5,CUST-05
2023-10-02,SAMPLE-B,8,CUST-03
2023-10-02,SAMPLE-B,5,CUST-03
2023-10-02,SAMPLE-B,11,CUST-06
2023-10-02,SAMPLE-C,2,CUST-04
2023-10-02,SAMPLE-C,1,CUST-03
2023-10-03,SAMPLE-B,5,CUST-01
2023-10-03,SAMPLE-B,23,CUST-06
2023-10-03,SAMPLE-B,5,CUST-02
2023-10-04,SAMPLE-B,11,CUST-03
2023-10-04,SAMPLE-B,10,CUST-03
2023-10-05,SAMPLE-A,12,CUST-08
2023-10-05,SAMPLE-B,12,CUST-04
2023-10-05,SAMPLE-B,5,CUST-06
2023-10-05,SAMPLE-B,6,CUST-08
2023-10-05,SAMPLE-B,30,CUST-03
2023-10-05,SAMPLE-B,10,CUST-04
2023-10-06,SAMPLE-A,9,CUST-07
2023-10-06,SAMPLE-B,30,CUST-03
2023-10-06,SAMPLE-B,29,CUST-03
2023-10-06,SAMPLE-C,1,CUST-01
2023-10-09,SAMPLE-A,5,CUST-03
2023-10-09,SAMPLE-A,11,CUST-01
2023-10-09,SAMPLE-B,6,CUST-02
2023-10-09,SAMPLE-B,21,CUST-04
2023-10-10,SAMPLE-A,3,CUST-06
2023-10-10,SAMPLE-B,7,CUST-01
2023-10-10,SAMPLE-B,26,CUST-01
2023-10-10,SAMPLE-C,4,CUST-02
2023-10-11,SAMPLE-A,7,CUST-08
2023-10-11,SAMPLE-B,10,CUST-08
2023-10-11,SAMPLE-B,10,CUST-06
2023-10-11,SAMPLE-B,8,CUST-04
2023-10-11,SAMPLE-B,9,CUST-08
2023-10-12,SAMPLE-A,5,CUST-06
2023-10-12,SAMPLE-A,5,CUST-02
2023-10-12,SAMPLE-B,9,CUST-08
2023-10-12,SAMPLE-B,11,CUST-06
2023-10-12,SAMPLE-B,22,CUST-06
2023-10-12,SAMPLE-B,21,CUST-05
2023-10-12,SAMPLE-B,27,CUST-02
2023-10-12,SAMPLE-B,20,CUST-05
2023-10-13,SAMPLE-B,12,CUST-04
2023-10-13,SAMPLE-B,29,CUST-08
2023-10-16,SAMPLE-A,8,CUST-04
2023-10-16,SAMPLE-B,13,CUST-06
2023-10-17,SAMPLE-B,8,CUST-08
2023-10-17,SAMPLE-B,21,CUST-08
2023-10-18,SAMPLE-A,9,CUST-04
2023-10-18,SAMPLE-B,15,CUST-03
2023-10-18,SAMPLE-B,17,CUST-07
2023-10-19,SAMPLE-A,8,CUST-05
2023-10-19,SAMPLE-B,10,CUST-04
2023-10-19,SAMPLE-B,15,CUST-05
2023-10-19,SAMPLE-B,27,CUST-06
2023-10-20,SAMPLE-A,10,CUST-01
2023-10-20,SAMPLE-A,8,CUST-05
2023-10-20,SAMPLE-B,19,CUST-02
2023-10-20,SAMPLE-B,27,CUST-06
2023-10-20,SAMPLE-B,5,CUST-04
2023-10-23,SAMPLE-A,5,CUST-02
2023-10-23,SAMPLE-B,12,CUST-01
2023-10-23,SAMPLE-B,17,CUST-05
2023-10-23,SAMPLE-C,4,CUST-02
2023-10-24,SAMPLE-B,18,CUST-04
2023-10-24,SAMPLE-B,9,CUST-04
2023-10-24,SAMPLE-C,3,CUST-03
2023-10-25,SAMPLE-A,11,CUST-04
2023-10-25,SAMPLE-B,10,CUST-04
2023-10-25,SAMPLE-B,9,CUST-08
2023-10-25,SAMPLE-B,25,CUST-04
2023-10-26,SAMPLE-A,6,CUST-06
2023-10-26,SAMPLE-A,7,CUST-08
2023-10-26,SAMPLE-B,20,CUST-08
2023-10-26,SAMPLE-B,29,CUST-03
2023-10-26,SAMPLE-B,21,CUST-01
2023-10-27,SAMPLE-B,8,CUST-07
2023-10-27,SAMPLE-B,13,CUST-05
2023-10-27,SAMPLE-B,17,CUST-07
2023-10-30,SAMPLE-A,3,CUST-07
2023-10-30,SAMPLE-B,24,CUST-03
2023-10-30,SAMPLE-B,28,CUST-06
2023-10-30,SAMPLE-C,1,CUST-04
2023-10-31,SAMPLE-A,11,CUST-05
2023-10-31,SAMPLE-A,11,CUST-01
2023-11-01,SAMPLE-A,9,CUST-06
2023-11-01,SAMPLE-A,5,CUST-01
2023-11-01,SAMPLE-B,25,CUST-06
2023-11-01,SAMPLE-B,22,CUST-07
2023-11-01,SAMPLE-B,26,CUST-01
2023-11-02,SAMPLE-A,12,CUST-03
2023-11-02,SAMPLE-A,12,CUST-07
2023-11-02,SAMPLE-B,15,CUST-08
2023-11-02,SAMPLE-B,9,CUST-01
2023-11-03,SAMPLE-B,9,CUST-02
2023-11-03,SAMPLE-B,8,CUST-06
2023-11-03,SAMPLE-B,23,CUST-02
2023-11-06,SAMPLE-A,9,CUST-08
2023-11-06,SAMPLE-A,4,CUST-04
2023-11-06,SAMPLE-B,15,CUST-04
2023-11-06,SAMPLE-B,29,CUST-02
2023-11-06,SAMPLE-B,19,CUST-05
2023-11-06,SAMPLE-B,10,CUST-04
2023-11-07,SAMPLE-A,4,CUST-06
2023-11-07,SAMPLE-A,10,CUST-05
2023-11-07,SAMPLE-A,3,CUST-02
2023-11-07,SAMPLE-A,7,CUST-04
2023-11-07,SAMPLE-B,23,CUST-07
2023-11-07,SAMPLE-B,28,CUST-08
2023-11-07,SAMPLE-B,23,CUST-07
2023-11-07,SAMPLE-B,13,CUST-08
2023-11-07,SAMPLE-B,20,CUST-08
2023-11-07,SAMPLE-B,12,CUST-01
2023-11-07,SAMPLE-B,28,CUST-03
2023-11-08,SAMPLE-B,8,CUST-07
2023-11-08,SAMPLE-B,13,CUST-04
2023-11-08,SAMPLE-B,15,CUST-04
2023-11-09,SAMPLE-B,22,CUST-05
2023-11-09,SAMPLE-B,6,CUST-07
2023-11-10,SAMPLE-A,12,CUST-06
2023-11-10,SAMPLE-B,6,CUST-06
2023-11-10,SAMPLE-B,13,CUST-07
2023-11-13,SAMPLE-A,11,CUST-08
2023-11-13,SAMPLE-A,8,CUST-03
2023-11-13,SAMPLE-B,14,CUST-05
2023-11-13,SAMPLE-B,6,CUST-07
2023-11-13,SAMPLE-B,30,CUST-01
2023-11-13,SAMPLE-B,12,CUST-02
2023-11-13,SAMPLE-B,6,CUST-06
2023-11-13,SAMPLE-C,1,CUST-01
2023-11-14,SAMPLE-A,10,CUST-07
2023-11-14,SAMPLE-B,5,CUST-07
2023-11-14,SAMPLE-C,3,CUST-04
2023-11-14,SAMPLE-C,1,CUST-03
2023-11-15,SAMPLE-B,24,CUST-06
2023-11-16,SAMPLE-A,12,CUST-04
2023-11-16,SAMPLE-B,24,CUST-08
2023-11-16,SAMPLE-B,21,CUST-04
2023-11-17,SAMPLE-B,12,CUST-01
2023-11-17,SAMPLE-B,26,CUST-05
2023-11-17,SAMPLE-B,24,CUST-07
2023-11-17,SAMPLE-B,24,CUST-06
2023-11-17,SAMPLE-B,13,CUST-07
2023-11-20,SAMPLE-A,9,CUST-04
2023-11-20,SAMPLE-A,7,CUST-01
2023-11-20,SAMPLE-B,14,CUST-04
2023-11-20,SAMPLE-B,6,CUST-05
2023-11-21,SAMPLE-A,12,CUST-06
2023-11-21,SAMPLE-A,11,CUST-07
2023-11-21,SAMPLE-B,23,CUST-01
2023-11-21,SAMPLE-B,26,CUST-05
2023-11-21,SAMPLE-B,28,CUST-01
2023-11-21,SAMPLE-B,19,CUST-04
2023-11-21,SAMPLE-B,12,CUST-04
2023-11-21,SAMPLE-B,13,CUST-07
2023-11-22,SAMPLE-B,17,CUST-02
2023-11-22,SAMPLE-B,28,CUST-08
2023-11-22,SAMPLE-B,5,CUST-04
2023-11-22,SAMPLE-B,19,CUST-03
2023-11-23,SAMPLE-A,6,CUST-02
2023-11-23,SAMPLE-A,3,CUST-05
2023-11-23,SAMPLE-A,8,CUST-01
2023-11-23,SAMPLE-B,10,CUST-08
2023-11-23,SAMPLE-B,28,CUST-01
2023-11-24,SAMPLE-A,6,CUST-04
2023-11-24,SAMPLE-B,25,CUST-06
2023-11-24,SAMPLE-B,20,CUST-05
2023-11-24,SAMPLE-B,22,CUST-05
2023-11-24,SAMPLE-B,28,CUST-01
2023-11-24,SAMPLE-B,9,CUST-04
2023-11-24,SAMPLE-B,22,CUST-06
2023-11-27,SAMPLE-A,11,CUST-07
2023-11-27,SAMPLE-A,12,CUST-08
2023-11-27,SAMPLE-A,12,CUST-03
2023-11-27,SAMPLE-A,10,CUST-06
2023-11-27,SAMPLE-B,5,CUST-07
2023-11-27,SAMPLE-B,21,CUST-07
2023-11-27,SAMPLE-B,21,CUST-01
2023-11-27,SAMPLE-B,12,CUST-06
2023-11-28,SAMPLE-A,3,CUST-01
2023-11-28,SAMPLE-B,13,CUST-08
2023-11-28,SAMPLE-B,10,CUST-01
2023-11-28,SAMPLE-C,3,CUST-03
2023-11-29,SAMPLE-A,7,CUST-08
2023-11-29,SAMPLE-B,7,CUST-07
2023-11-29,SAMPLE-B,27,CUST-06
2023-11-29,SAMPLE-B,10,CUST-01
2023-11-29,SAMPLE-B,29,CUST-02
2023-11-30,SAMPLE-A,7,CUST-05
2023-11-30,SAMPLE-B,14,CUST-04
2023-11-30,SAMPLE-B,15,CUST-06
2023-11-30,SAMPLE-B,12,CUST-02
2023-12-01,SAMPLE-A,7,CUST-05
2023-12-01,SAMPLE-A,3,CUST-05
2023-12-01,SAMPLE-A,7,CUST-01
2023-12-01,SAMPLE-A,3,CUST-06
2023-12-01,SAMPLE-B,15,CUST-03
2023-12-01,SAMPLE-B,6,CUST-04
2023-12-01,SAMPLE-B,5,CUST-08
2023-12-01,SAMPLE-B,6,CUST-08
2023-12-04,SAMPLE-B,8,CUST-02
2023-12-04,SAMPLE-B,16,CUST-08
2023-12-05,SAMPLE-A,12,CUST-04
2023-12-05,SAMPLE-B,7,CUST-03
2023-12-05,SAMPLE-B,29,CUST-05
2023-12-05,SAMPLE-B,9,CUST-01
2023-12-06,SAMPLE-A,11,CUST-05
2023-12-06,SAMPLE-B,17,CUST-04
2023-12-06,SAMPLE-B,7,CUST-02
2023-12-06,SAMPLE-B,18,CUST-05
2023-12-06,SAMPLE-B,21,CUST-03
2023-12-06,SAMPLE-B,30,CUST-07
2023-12-06,SAMPLE-B,11,CUST-03
2023-12-07,SAMPLE-A,4,CUST-02
2023-12-07,SAMPLE-A,4,CUST-03
2023-12-07,SAMPLE-A,3,CUST-04
2023-12-07,SAMPLE-B,13,CUST-05
2023-12-07,SAMPLE-B,21,CUST-02
2023-12-07,SAMPLE-B,15,CUST-01
2023-12-07,SAMPLE-C,2,CUST-03
2023-12-08,SAMPLE-A,11,CUST-07
2023-12-08,SAMPLE-B,25,CUST-08
2023-12-08,SAMPLE-B,15,CUST-08
2023-12-11,SAMPLE-A,6,CUST-05
2023-12-11,SAMPLE-A,10,CUST-07
2023-12-11,SAMPLE-B,25,CUST-05
2023-12-12,SAMPLE-A,9,CUST-02
2023-12-12,SAMPLE-A,11,CUST-06
2023-12-12,SAMPLE-A,6,CUST-01
2023-12-12,SAMPLE-A,9,CUST-05
2023-12-12,SAMPLE-B,17,CUST-02
2023-12-12,SAMPLE-B,12,CUST-04
2023-12-12,SAMPLE-B,18,CUST-05
2023-12-12,SAMPLE-B,27,CUST-06
2023-12-12,SAMPLE-B,17,CUST-01
2023-12-12,SAMPLE-B,17,CUST-04
2023-12-12,SAMPLE-B,16,CUST-08
2023-12-12,SAMPLE-B,28,CUST-01
2023-12-13,SAMPLE-A,5,CUST-03
2023-12-13,SAMPLE-B,20,CUST-07
2023-12-14,SAMPLE-A,7,CUST-03
2023-12-14,SAMPLE-B,5,CUST-08
2023-12-14,SAMPLE-B,8,CUST-05
2023-12-14,SAMPLE-B,30,CUST-04
2023-12-14,SAMPLE-B,29,CUST-02
2023-12-15,SAMPLE-A,12,CUST-02
2023-12-15,SAMPLE-B,27,CUST-02
2023-12-15,SAMPLE-B,23,CUST-01
2023-12-15,SAMPLE-B,15,CUST-02
2023-12-18,SAMPLE-A,3,CUST-03
2023-12-18,SAMPLE-B,16,CUST-02
2023-12-18,SAMPLE-B,15,CUST-04
2023-12-18,SAMPLE-B,6,CUST-08
2023-12-18,SAMPLE-C,2,CUST-03
2023-12-19,SAMPLE-A,6,CUST-07
2023-12-19,SAMPLE-A,12,CUST-07
2023-12-19,SAMPLE-A,12,CUST-05
2023-12-19,SAMPLE-A,9,CUST-05
2023-12-19,SAMPLE-A,10,CUST-08
2023-12-19,SAMPLE-A,11,CUST-02
2023-12-19,SAMPLE-B,21,CUST-06
2023-12-19,SAMPLE-B,7,CUST-05
2023-12-19,SAMPLE-B,7,CUST-03
2023-12-19,SAMPLE-B,14,CUST-05
2023-12-19,SAMPLE-B,16,CUST-08
2023-12-19,SAMPLE-B,19,CUST-03
2023-12-20,SAMPLE-A,7,CUST-02
2023-12-20,SAMPLE-B,26,CUST-08
2023-12-20,SAMPLE-B,14,CUST-03
2023-12-20,SAMPLE-B,5,CUST-08
2023-12-21,SAMPLE-A,10,CUST-04
2023-12-21,SAMPLE-A,4,CUST-05
2023-12-21,SAMPLE-A,10,CUST-02
2023-12-21,SAMPLE-B,26,CUST-04
2023-12-21,SAMPLE-B,15,CUST-04
2023-12-21,SAMPLE-B,25,CUST-03
2023-12-21,SAMPLE-B,7,CUST-01
2023-12-21,SAMPLE-B,26,CUST-02
2023-12-21,SAMPLE-B,20,CUST-06
2023-12-22,SAMPLE-A,7,CUST-01
2023-12-22,SAMPLE-A,9,CUST-04
2023-12-22,SAMPLE-A,6,CUST-08
2023-12-22,SAMPLE-A,3,CUST-05
2023-12-22,SAMPLE-B,29,CUST-04
2023-12-22,SAMPLE-B,9,CUST-04
2023-12-22,SAMPLE-B,11,CUST-01
2023-12-22,SAMPLE-B,20,CUST-08
2023-12-25,SAMPLE-B,25,CUST-06
2023-12-25,SAMPLE-B,20,CUST-02
2023-12-25,SAMPLE-B,26,CUST-06
2023-12-26,SAMPLE-A,3,CUST-03
2023-12-26,SAMPLE-B,24,CUST-01
2023-12-26,SAMPLE-B,13,CUST-05
2023-12-26,SAMPLE-B,12,CUST-01
2023-12-26,SAMPLE-B,24,CUST-07
2023-12-27,SAMPLE-A,9,CUST-02
2023-12-27,SAMPLE-B,6,CUST-05
2023-12-27,SAMPLE-B,17,CUST-08
2023-12-28,SAMPLE-A,8,CUST-02
2023-12-28,SAMPLE-A,11,CUST-03
2023-12-28,SAMPLE-B,20,CUST-01
2023-12-28,SAMPLE-B,16,CUST-01
2023-12-28,SAMPLE-B,9,CUST-01
2024-01-04,SAMPLE-A,12,CUST-01
2024-01-04,SAMPLE-B,22,CUST-05
2024-01-04,SAMPLE-B,27,CUST-03
2024-01-04,SAMPLE-B,22,CUST-06
2024-01-04,SAMPLE-B,12,CUST-07
2024-01-04,SAMPLE-B,18,CUST-04
2024-01-05,SAMPLE-A,9,CUST-04
2024-01-05,SAMPLE-B,8,CUST-07
2024-01-05,SAMPLE-B,12,CUST-08
2024-01-05,SAMPLE-B,28,CUST-05
2024-01-05,SAMPLE-B,12,CUST-05
2024-01-08,SAMPLE-A,5,CUST-07
2024-01-08,SAMPLE-B,21,CUST-05
2024-01-09,SAMPLE-A,6,CUST-05
2024-01-09,SAMPLE-A,3,CUST-08
2024-01-09,SAMPLE-A,12,CUST-08
2024-01-09,SAMPLE-B,18,CUST-01
2024-01-10,SAMPLE-A,5,CUST-08
2024-01-10,SAMPLE-A,8,CUST-06
2024-01-10,SAMPLE-B,14,CUST-03
2024-01-10,SAMPLE-B,13,CUST-03
2024-01-10,SAMPLE-B,28,CUST-06
2024-01-10,SAMPLE-B,16,CUST-03
2024-01-11,SAMPLE-A,10,CUST-05
2024-01-11,SAMPLE-A,10,CUST-08
2024-01-11,SAMPLE-B,12,CUST-08
2024-01-11,SAMPLE-B,21,CUST-01
2024-01-12,SAMPLE-B,6,CUST-02
2024-01-15,SAMPLE-A,12,CUST-05
2024-01-15,SAMPLE-B,17,CUST-02
2024-01-15,SAMPLE-B,12,CUST-01
2024-01-15,SAMPLE-B,21,CUST-07
2024-01-15,SAMPLE-B,7,CUST-06
2024-01-16,SAMPLE-B,15,CUST-05
2024-01-16,SAMPLE-B,11,CUST-01
2024-01-16,SAMPLE-B,23,CUST-01
2024-01-17,SAMPLE-A,10,CUST-03
2024-01-17,SAMPLE-B,26,CUST-02
2024-01-17,SAMPLE-B,19,CUST-06
2024-01-17,SAMPLE-B,6,CUST-05
2024-01-17,SAMPLE-B,14,CUST-04
2024-01-17,SAMPLE-B,28,CUST-05
2024-01-17,SAMPLE-B,6,CUST-03
2024-01-18,SAMPLE-A,4,CUST-07
2024-01-18,SAMPLE-B,22,CUST-08
2024-01-18,SAMPLE-B,19,CUST-01
2024-01-19,SAMPLE-B,24,CUST-01
2024-01-19,SAMPLE-B,12,CUST-01
2024-01-19,SAMPLE-B,7,CUST-08
2024-01-22,SAMPLE-A,3,CUST-06
2024-01-22,SAMPLE-A,6,CUST-01
2024-01-22,SAMPLE-B,10,CUST-02
2024-01-22,SAMPLE-B,30,CUST-03
2024-01-24,SAMPLE-A,12,CUST-01
2024-01-24,SAMPLE-A,6,CUST-06
2024-01-24,SAMPLE-B,18,CUST-01
2024-01-25,SAMPLE-A,9,CUST-06
2024-01-25,SAMPLE-A,11,CUST-02
2024-01-25,SAMPLE-B,9,CUST-02
2024-01-26,SAMPLE-B,29,CUST-08
2024-01-26,SAMPLE-B,28,CUST-06
2024-01-26,SAMPLE-B,16,CUST-07
2024-01-29,SAMPLE-A,9,CUST-07
2024-01-29,SAMPLE-B,18,CUST-05
2024-01-29,SAMPLE-B,14,CUST-08
2024-01-30,SAMPLE-A,12,CUST-08
2024-01-30,SAMPLE-A,5,CUST-08
2024-01-30,SAMPLE-B,28,CUST-05
2024-01-30,SAMPLE-B,5,CUST-01
2024-01-30,SAMPLE-B,11,CUST-02
2024-01-31,SAMPLE-B,24,CUST-08
2024-01-31,SAMPLE-B,30,CUST-08
2024-01-31,SAMPLE-B,14,CUST-05
2024-02-01,SAMPLE-B,11,CUST-08
2024-02-01,SAMPLE-B,21,CUST-04
2024-02-01,SAMPLE-B,17,CUST-03
2024-02-01,SAMPLE-B,18,CUST-08
2024-02-02,SAMPLE-A,5,CUST-06
2024-02-02,SAMPLE-B,5,CUST-07
2024-02-02,SAMPLE-B,29,CUST-05
2024-02-02,SAMPLE-B,10,CUST-07
2024-02-02,SAMPLE-B,26,CUST-03
2024-02-05,SAMPLE-B,20,CUST-02
2024-02-05,SAMPLE-B,6,CUST-03
2024-02-05,SAMPLE-B,29,CUST-04
2024-02-05,SAMPLE-B,10,CUST-03
2024-02-05,SAMPLE-B,25,CUST-08
2024-02-05,SAMPLE-B,15,CUST-07
2024-02-06,SAMPLE-A,6,CUST-06
2024-02-06,SAMPLE-B,21,CUST-04
2024-02-06,SAMPLE-B,12,CUST-08
2024-02-06,SAMPLE-B,14,CUST-02
2024-02-06,SAMPLE-C,3,CUST-02
2024-02-07,SAMPLE-A,4,CUST-03
2024-02-07,SAMPLE-B,21,CUST-04
2024-02-07,SAMPLE-B,22,CUST-02
2024-02-07,SAMPLE-B,20,CUST-06
2024-02-07,SAMPLE-B,19,CUST-02
2024-02-07,SAMPLE-B,14,CUST-03
2024-02-07,SAMPLE-B,21,CUST-04
2024-02-07,SAMPLE-C,1,CUST-01
2024-02-08,SAMPLE-A,7,CUST-08
2024-02-08,SAMPLE-B,18,CUST-05
2024-02-12,SAMPLE-A,4,CUST-05
2024-02-12,SAMPLE-A,8,CUST-05
2024-02-12,SAMPLE-B,25,CUST-07
2024-02-12,SAMPLE-B,27,CUST-01
2024-02-13,SAMPLE-A,8,CUST-01
2024-02-13,SAMPLE-B,27,CUST-07
2024-02-13,SAMPLE-B,20,CUST-08
2024-02-13,SAMPLE-B,13,CUST-08
2024-02-14,SAMPLE-A,7,CUST-01
2024-02-14,SAMPLE-B,15,CUST-03
